ForeignWorker,Age,LoanAmount,NumberOfLiableIndividuals,Gender,CheckingAccountBalance_geq_200,LoanDuration,YearsAtCurrentHome,HasGuarantor,NumberOfOtherLoansAtBank,OtherLoansAtStore,LoanRateAsPercentOfIncome,is_not_ood
-0.2,-0.03,2.54,2.38,0.68,-0.26,-0.8,-0.19,-0.24,-0.12,0.0,0.92,0
-0.2,0.1,-0.69,-0.42,0.68,3.88,-0.2,-0.19,-0.24,-0.7,0.0,0.92,0
-0.2,-0.03,-0.37,2.38,0.68,-0.26,-0.73,-0.23,-0.24,-0.17,0.0,-1.75,0
-0.2,-0.12,-0.28,2.38,0.68,-0.26,-0.73,1.05,-0.24,1.04,0.0,0.92,0
5.05,-0.12,2.14,-0.42,0.68,-0.26,-0.16,0.14,-0.24,-0.15,0.0,0.03,0
-0.2,-1.1,-0.12,0.15,0.68,-0.26,-0.28,-0.09,-0.24,-0.12,0.0,0.92,0
-0.2,1.44,0.09,-0.42,0.68,-0.26,2.32,0.02,-0.24,-0.22,0.0,0.03,0
-0.2,1.53,1.4,2.38,0.68,-0.26,2.32,1.05,-0.24,1.04,0.0,0.03,1
-0.2,0.56,-0.28,2.38,0.68,-0.26,2.32,0.86,-0.24,1.33,0.0,0.92,0
-0.2,-0.05,-0.12,-0.42,0.68,-0.26,-0.56,0.86,-0.24,-0.7,0.0,-1.75,0
-0.2,-0.31,0.49,-0.15,0.68,-0.26,-0.23,0.16,-0.24,-0.12,0.0,0.03,0
-0.2,-1.1,2.14,-0.42,-1.48,-0.26,-0.16,-0.23,-0.24,-0.7,0.0,-0.86,0
-0.2,-1.36,-0.43,-0.42,-1.48,-0.26,-0.23,1.05,-0.24,-0.7,0.0,-1.75,1
-0.2,-0.6,-0.24,-0.39,-1.48,-0.26,-0.28,0.86,-0.24,-0.7,0.0,-1.75,0
-0.2,-0.75,-0.88,-0.42,0.68,-0.26,-0.8,-0.11,-0.24,-0.23,0.0,0.92,0
-0.2,2.66,-0.12,-0.42,0.68,3.88,-0.73,0.21,-0.24,-0.22,0.0,-0.86,0
-0.2,0.28,-0.5,-0.42,0.68,-0.26,-0.73,-0.59,-0.24,-0.7,0.0,0.92,0
-0.2,-0.48,-0.36,-0.15,0.68,-0.26,-0.1,0.02,-0.24,-0.7,0.0,0.92,0
-0.2,-0.12,-0.46,-0.42,0.68,-0.26,-1.24,-0.77,-0.24,0.39,0.0,-1.75,0
-0.2,-0.57,0.44,-0.39,0.68,-0.26,-0.16,0.21,-0.24,1.04,0.0,-0.86,0
-0.2,-1.44,-0.46,-0.42,-1.48,-0.26,-0.04,-0.09,-0.24,-0.15,0.0,-0.86,0
-0.2,-0.12,-0.11,0.15,0.68,-0.26,1.73,1.05,-0.24,-0.17,0.0,-0.86,0
-0.2,-0.03,-0.35,2.38,-1.48,-0.26,-0.21,0.14,-0.24,1.04,0.0,0.03,0
-0.2,-0.6,-0.34,-0.42,-1.48,-0.26,0.03,-0.11,-0.24,-0.7,0.0,0.92,0
-0.2,-0.48,2.14,-0.42,0.68,-0.26,2.32,1.05,-0.24,-0.24,0.0,0.03,0
-0.2,0.06,-0.77,-0.42,0.68,-0.26,-0.73,-0.59,-0.24,-0.7,0.0,-0.86,0
-0.2,-0.48,-0.5,2.38,0.68,-0.26,1.73,-0.09,-0.24,-0.12,0.0,0.03,0
-0.2,-0.4,-0.03,-0.42,0.68,-0.26,0.28,-0.77,-0.24,-0.7,0.0,0.92,1
-0.2,-1.1,-0.5,-0.39,-1.48,-0.26,1.3,-0.11,-0.24,-0.23,0.0,0.92,0
-0.2,-0.75,-0.28,-0.42,0.68,-0.26,-0.21,0.86,-0.24,1.04,0.0,-1.75,0
-0.2,-0.08,-0.11,-0.42,0.68,-0.26,-0.28,0.16,-0.24,-0.7,0.0,0.92,0
-0.2,0.56,0.09,0.34,-1.48,-0.26,-0.37,1.05,-0.24,-0.23,0.0,-0.86,0
-0.2,-0.12,-0.78,-0.42,0.68,-0.26,-0.8,-0.09,-0.24,-0.17,0.0,0.92,0
-0.2,0.28,-0.12,-0.42,0.68,-0.26,1.73,0.16,-0.24,-0.15,0.0,-1.75,0
-0.2,-0.6,2.14,0.34,0.68,-0.26,1.73,0.86,-0.24,-0.7,0.0,-0.86,0
5.05,1.09,-0.7,2.38,0.68,-0.26,-0.99,1.05,4.12,1.04,0.0,0.03,1
-0.2,0.1,-0.11,-0.42,-1.48,-0.26,-0.2,-0.59,4.12,-0.7,0.0,-0.86,0
-0.2,-1.1,1.88,-0.42,-1.48,-0.26,-0.2,-0.77,-0.24,-0.24,0.0,-1.75,0
-0.2,-0.48,-0.24,-0.42,0.68,-0.26,0.28,0.02,-0.24,-0.23,0.0,-1.75,0
-0.2,1.44,-0.36,-0.42,0.68,-0.26,-0.04,0.14,-0.24,1.33,0.0,-0.86,0
-0.2,1.44,-0.38,-0.42,0.68,-0.26,1.73,-0.09,-0.24,-0.7,0.0,0.92,0
-0.2,2.84,-0.37,-0.15,0.68,-0.26,-0.4,-0.19,-0.24,-0.24,0.0,-0.86,0
-0.2,-0.08,-0.24,0.34,0.68,-0.26,1.73,-0.59,-0.24,1.04,0.0,0.03,0
-0.2,-0.4,2.38,2.38,0.68,-0.26,1.3,0.14,-0.24,1.04,0.0,-1.75,1
-0.2,-0.48,-0.71,0.34,0.68,3.88,-0.2,-0.59,-0.24,1.33,0.0,-0.86,0
-0.2,-0.08,0.3,-0.42,0.68,-0.26,-0.04,0.14,-0.24,-0.24,0.0,0.03,0
-0.2,0.1,-0.93,0.15,0.68,-0.26,-1.24,0.16,-0.24,-0.7,0.0,0.03,0
-0.2,-0.12,-0.36,-0.42,0.68,3.88,1.73,-0.59,-0.24,-0.12,0.0,-0.86,0
-0.2,-0.6,-0.79,-0.39,0.68,-0.26,-0.8,0.21,-0.24,-0.12,0.0,0.92,0
-0.2,1.26,-0.28,-0.42,0.68,-0.26,-0.37,1.05,-0.24,-0.7,0.0,-0.86,0
-0.2,-0.48,-0.37,-0.42,-1.48,-0.26,-0.99,0.16,-0.24,-0.7,0.0,-0.86,0
-0.2,0.28,-0.11,-0.39,0.68,-0.26,-0.8,-0.19,4.12,-0.22,0.0,0.92,0
-0.2,-0.12,3.22,0.34,0.68,-0.26,2.32,0.86,-0.24,-0.22,0.0,0.92,0
-0.2,-0.08,-0.5,2.38,0.68,-0.26,0.28,-0.09,-0.24,1.33,0.0,0.92,0
-0.2,-0.75,-0.46,-0.42,0.68,-0.26,-0.23,-1.69,-0.24,1.04,0.0,0.03,0
-0.2,-0.22,-0.02,-0.42,-1.48,-0.26,-0.99,-0.77,-0.24,-0.7,0.0,-1.75,1
-0.2,0.04,-0.85,0.15,0.68,-0.26,-0.04,0.21,-0.24,-0.15,0.0,0.92,0
-0.2,-0.05,0.75,-0.42,-1.48,-0.26,-0.48,1.05,-0.24,-0.7,0.0,-1.75,1
-0.2,-0.08,-0.24,-0.15,0.68,-0.26,-0.1,1.05,-0.24,-0.22,0.0,-0.86,0
-0.2,-0.08,0.24,2.38,0.68,-0.26,-0.01,-0.59,-0.24,-0.22,0.0,-0.86,0
-0.2,-1.36,-0.36,-0.42,-1.48,-0.26,-0.28,1.05,-0.24,-0.17,0.0,-1.75,0
-0.2,-0.12,0.09,2.38,0.68,-0.26,-0.48,0.14,-0.24,-0.15,0.0,0.92,0
-0.2,-0.92,0.09,-0.42,-1.48,-0.26,-0.16,-0.19,-0.24,-0.24,0.0,0.92,0
-0.2,0.1,-0.46,-0.42,0.68,-0.26,-0.73,-0.19,-0.24,1.33,0.0,0.03,0
-0.2,-0.48,-0.85,-0.39,0.68,-0.26,-0.37,-0.11,-0.24,-0.7,0.0,0.92,0
-0.2,-1.27,-0.76,-0.42,-1.48,-0.26,-0.23,-0.77,-0.24,-0.7,0.0,0.92,1
-0.2,-0.66,-0.5,-0.15,-1.48,-0.26,-0.16,-0.23,-0.24,0.39,0.0,0.92,0
-0.2,-0.83,-0.28,-0.39,0.68,3.88,-0.16,-0.09,-0.24,-0.24,0.0,-0.86,0
-0.2,-0.48,-0.24,-0.42,0.68,-0.26,-0.8,-1.69,-0.24,-0.17,0.0,-0.86,0
-0.2,-0.12,-0.11,-0.42,0.68,3.88,1.73,-0.23,-0.24,2.78,0.0,0.92,0
-0.2,0.28,-0.36,-0.42,0.68,3.88,1.3,-0.11,-0.24,-0.7,0.0,0.92,0
-0.2,0.06,-0.46,-0.42,0.68,-0.26,-0.23,0.14,-0.24,1.04,0.0,-0.86,0
-0.2,-0.48,0.09,-0.42,0.68,-0.26,-0.73,0.02,-0.24,-0.24,0.0,-1.75,0
-0.2,-0.48,-0.37,-0.39,-1.48,-0.26,-0.16,-0.77,-0.24,-0.7,0.0,0.92,0
-0.2,-0.12,0.21,-0.42,0.68,-0.26,-0.2,1.05,-0.24,-0.7,0.0,-1.75,0
-0.2,1.53,-0.36,-0.15,0.68,-0.26,-0.28,0.02,-0.24,1.33,0.0,0.92,0
-0.2,-0.31,0.46,-0.39,0.68,-0.26,-0.21,-0.11,-0.24,1.04,0.0,0.92,0
-0.2,-0.12,-0.36,0.15,-1.48,-0.26,-0.04,-0.11,4.12,-0.7,0.0,0.92,0
-0.2,-0.57,-0.72,-0.39,-1.48,-0.26,-0.8,-0.77,-0.24,1.04,0.0,0.92,0
-0.2,-0.03,-0.67,-0.42,-1.48,-0.26,-0.37,0.21,-0.24,1.04,0.0,-1.75,0
-0.2,-0.08,-0.75,-0.42,0.68,-0.26,-0.37,-0.09,4.12,1.33,0.0,0.03,0
-0.2,-0.57,-0.36,0.34,0.68,-0.26,-0.23,0.86,-0.24,-0.7,0.0,0.92,0
-0.2,-0.03,-0.36,-0.42,0.68,-0.26,-0.16,1.05,-0.24,-0.24,0.0,0.92,0
-0.2,0.74,-0.31,2.38,0.68,-0.26,0.28,-0.77,-0.24,1.04,0.0,0.92,1
-0.2,-0.03,-0.46,0.34,-1.48,-0.26,-0.01,-0.19,-0.24,-0.12,0.0,0.92,0
-0.2,-0.83,-0.04,-0.42,-1.48,-0.26,-0.23,1.05,-0.24,-0.7,0.0,-1.75,1
-0.2,-0.57,0.09,-0.42,0.68,-0.26,-1.24,-0.59,-0.24,-0.23,0.0,0.03,0
-0.2,-0.48,0.09,-0.42,0.68,-0.26,-0.73,-0.23,-0.24,4.53,0.0,0.92,0
-0.2,0.28,-0.28,-0.39,0.68,-0.26,-0.01,0.14,-0.24,0.39,0.0,0.03,0
5.05,-0.75,-0.4,-0.15,-1.48,-0.26,-0.28,0.16,-0.24,-0.15,0.0,-0.86,0
-0.2,0.04,-0.12,-0.15,0.68,-0.26,-0.8,0.02,-0.24,1.04,0.0,0.92,0
-0.2,-0.66,-0.35,2.38,-1.48,-0.26,-0.37,0.14,-0.24,-0.17,0.0,0.03,0
-0.2,-0.4,-0.68,-0.42,0.68,-0.26,-0.48,-0.77,-0.24,1.04,0.0,0.92,1
-0.2,0.28,2.14,-0.42,0.68,-0.26,-0.21,0.16,-0.24,-0.7,0.0,0.92,0
-0.2,1.44,-0.37,-0.42,0.68,-0.26,-0.1,0.14,-0.24,-0.12,0.0,0.92,0
-0.2,1.35,-0.92,-0.42,-1.48,-0.26,-0.73,0.14,-0.24,1.04,0.0,0.92,1
-0.2,1.44,-0.24,-0.42,0.68,-0.26,3.34,-0.23,-0.24,-0.24,0.0,-0.86,0
-0.2,0.28,-0.24,-0.42,0.68,-0.26,0.28,1.05,-0.24,-0.23,0.0,0.92,0
-0.2,0.04,-0.36,-0.42,-1.48,-0.26,-0.01,0.14,-0.24,1.33,0.0,0.92,0
-0.2,0.1,-0.93,-0.42,0.68,-0.26,-0.28,-0.11,-0.24,-0.12,0.0,-0.86,0
-0.2,0.1,-0.46,0.15,0.68,-0.26,-1.24,-0.59,-0.24,-0.7,0.0,-0.86,0
-0.2,0.28,-0.11,2.38,0.68,-0.26,0.03,-0.09,-0.24,-0.7,0.0,-1.75,0
-0.2,0.22,-0.5,0.34,0.68,-0.26,-0.8,0.21,-0.24,-0.7,0.0,0.03,0
-0.2,0.22,3.51,-0.42,-1.48,-0.26,-0.23,1.05,-0.24,-0.7,0.0,0.03,1
-0.2,-0.08,-0.36,-0.42,-1.48,-0.26,-0.21,0.02,-0.24,1.04,0.0,-0.86,0
-0.2,-0.66,-0.49,0.34,0.68,-0.26,-0.28,1.05,-0.24,0.39,0.0,0.92,0
-0.2,-0.57,-0.37,2.38,0.68,-0.26,-0.21,0.16,-0.24,1.04,0.0,0.03,0
-0.2,-0.13,-0.62,2.38,-1.48,-0.26,-0.1,-0.59,-0.24,-0.22,0.0,0.92,0
-0.2,-0.08,-0.36,2.38,0.68,-0.26,-0.73,-0.23,-0.24,-0.12,0.0,-0.86,0
-0.2,0.39,0.5,-0.42,0.68,-0.26,-0.48,-0.77,-0.24,-0.7,0.0,0.03,1
-0.2,0.13,-0.5,-0.15,0.68,-0.26,-0.16,0.86,-0.24,-0.7,0.0,0.92,0
-0.2,0.22,2.66,2.38,0.68,-0.26,0.79,1.05,-0.24,2.78,0.0,0.03,1
-0.2,-0.66,-0.46,2.38,0.68,3.88,-1.24,0.21,-0.24,-0.7,0.0,-0.86,0
-0.2,0.56,-0.36,-0.42,-1.48,-0.26,-0.28,-0.11,-0.24,1.04,0.0,0.92,0
-0.2,0.06,-0.46,-0.42,0.68,-0.26,-0.28,0.02,-0.24,1.04,0.0,0.92,0
-0.2,-0.48,-0.46,-0.39,-1.48,-0.26,-0.04,1.05,-0.24,-0.7,0.0,-0.86,0
-0.2,-0.03,-0.37,0.34,0.68,-0.26,-0.99,0.02,-0.24,1.04,0.0,0.03,0
-0.2,-0.03,0.09,-0.15,-1.48,-0.26,-0.28,0.21,-0.24,-0.24,0.0,0.03,0
-0.2,0.28,0.31,2.38,0.68,-0.26,0.28,-0.23,-0.24,-0.7,0.0,0.03,0
-0.2,-1.36,2.14,0.15,0.68,-0.26,1.73,-0.11,-0.24,1.04,0.0,0.92,0
-0.2,-0.6,-0.12,0.34,-1.48,3.88,-0.8,0.16,-0.24,-0.7,0.0,-0.86,0
-0.2,0.06,-0.92,-0.42,-1.48,-0.26,-0.28,0.02,-0.24,-0.12,0.0,-1.75,0
-0.2,-0.31,0.09,2.38,0.68,-0.26,-0.8,-0.19,-0.24,1.04,0.0,0.92,0
-0.2,0.06,-0.17,2.38,-1.48,-0.26,-0.37,0.02,-0.24,-0.12,0.0,-0.86,0
-0.2,-0.66,-0.36,-0.42,-1.48,-0.26,-0.21,-0.09,-0.24,-0.7,0.0,0.92,0
-0.2,-0.48,0.09,0.34,-1.48,-0.26,0.03,-0.19,-0.24,-0.7,0.0,-1.75,0
-0.2,0.28,-0.1,-0.42,-1.48,-0.26,-0.28,0.86,-0.24,-0.15,0.0,0.92,0
-0.2,-0.48,-0.46,-0.42,-1.48,-0.26,-0.21,1.05,-0.24,0.39,0.0,0.92,0
-0.2,-1.01,-0.72,-0.42,-1.48,-0.26,-1.07,0.86,-0.24,1.33,0.0,0.03,0
-0.2,1.61,-0.91,-0.39,0.68,-0.26,0.28,-0.19,-0.24,-0.24,0.0,0.92,0
-0.2,0.1,-0.36,0.34,0.68,-0.26,-0.73,-1.69,-0.24,-0.7,0.0,0.92,0
-0.2,-0.03,-0.5,-0.42,-1.48,-0.26,-0.21,-1.69,-0.24,-0.7,0.0,-0.86,0
-0.2,-0.03,-0.72,-0.15,-1.48,-0.26,0.28,1.05,-0.24,-0.15,0.0,0.92,0
5.05,-0.31,-0.72,2.38,0.68,-0.26,-0.9,1.05,-0.24,1.04,0.0,0.03,1
5.05,0.28,-0.36,-0.42,-1.48,-0.26,-0.28,-0.11,-0.24,0.39,0.0,-1.75,0
-0.2,1.18,-0.11,0.34,0.68,-0.26,1.73,0.21,-0.24,-0.7,0.0,-0.86,0
-0.2,-0.12,-0.11,0.34,-1.48,3.88,0.03,0.16,-0.24,0.39,0.0,-1.75,0
-0.2,1.18,-0.1,2.38,0.68,-0.26,0.28,1.05,-0.24,-0.7,0.0,0.92,1
-0.2,-0.08,-0.46,-0.39,-1.48,-0.26,-0.48,-0.77,-0.24,-0.7,0.0,0.03,0
-0.2,-0.13,-0.42,-0.42,-1.48,-0.26,0.28,-0.77,-0.24,-0.7,0.0,0.03,1
5.05,0.39,-0.36,2.38,0.68,-0.26,1.73,1.05,-0.24,-0.12,0.0,-0.86,0
-0.2,-0.75,-0.11,-0.42,-1.48,-0.26,-0.01,-0.77,-0.24,1.04,0.0,0.03,0
-0.2,-0.4,0.09,-0.42,0.68,-0.26,0.28,-0.59,-0.24,-0.7,0.0,-0.86,0
-0.2,-0.66,-0.99,-0.39,0.68,-0.26,-0.04,0.14,4.12,-0.12,0.0,0.03,0
-0.2,-1.27,1.2,0.15,0.68,-0.26,-0.01,-0.77,-0.24,-0.22,0.0,-0.86,0
-0.2,-0.83,-0.36,-0.42,-1.48,-0.26,-0.23,-0.09,-0.24,-0.7,0.0,-0.86,0
-0.2,1.44,-0.5,-0.39,0.68,-0.26,-0.04,1.05,-0.24,-0.7,0.0,0.92,0
-0.2,0.39,-0.68,-0.42,0.68,-0.26,0.28,0.14,-0.24,-0.7,0.0,0.92,1
-0.2,-0.08,-0.13,2.38,0.68,-0.26,-0.37,-0.59,-0.24,-0.23,0.0,0.03,0
-0.2,-0.57,-0.36,0.34,-1.48,-0.26,-0.28,-0.11,-0.24,1.33,0.0,0.92,0
-0.2,-0.03,2.14,-0.42,-1.48,-0.26,0.28,0.02,-0.24,-0.22,0.0,0.92,0
-0.2,-0.75,-0.31,-0.42,-1.48,-0.26,-0.01,0.21,-0.24,-0.17,0.0,0.92,0
-0.2,-0.92,-0.5,-0.42,-1.48,-0.26,0.03,-0.77,-0.24,1.04,0.0,0.03,1
-0.2,0.28,0.48,2.38,0.68,-0.26,-0.16,-0.59,-0.24,-0.7,0.0,0.03,0
-0.2,1.44,-0.73,0.15,0.68,-0.26,0.28,-0.19,-0.24,1.04,0.0,0.92,0
-0.2,-0.57,-0.63,-0.42,-1.48,-0.26,-0.1,-1.69,-0.24,-0.7,0.0,0.92,0
-0.2,-1.36,-0.77,-0.42,0.68,-0.26,-0.73,0.86,-0.24,-0.15,0.0,-0.86,0
-0.2,-0.12,-0.5,-0.42,-1.48,-0.26,-0.37,-0.09,-0.24,-0.12,0.0,-0.86,0
-0.2,-0.66,-0.78,-0.42,0.68,-0.26,-0.04,1.05,-0.24,-0.24,0.0,0.92,0
-0.2,1.44,0.09,2.38,0.68,-0.26,-0.21,-0.77,-0.24,1.33,0.0,0.03,0
-0.2,-0.83,-0.36,-0.42,0.68,-0.26,0.28,0.16,-0.24,-0.24,0.0,0.92,0
5.05,0.06,-0.7,-0.42,0.68,-0.26,-0.2,-0.09,-0.24,0.39,0.0,0.92,0
-0.2,0.48,-0.72,-0.42,-1.48,-0.26,-0.28,-0.23,-0.24,1.04,0.0,0.92,0
-0.2,1.44,0.09,-0.42,0.68,-0.26,-0.21,-0.59,-0.24,1.04,0.0,0.92,0
-0.2,-0.6,-0.46,0.15,0.68,-0.26,-1.24,1.05,-0.24,-0.7,0.0,-0.86,0
-0.2,1.61,-0.36,-0.42,0.68,-0.26,-0.2,0.02,-0.24,-0.24,0.0,0.92,0
-0.2,-0.12,-0.4,-0.15,0.68,-0.26,-0.73,-0.23,-0.24,1.04,0.0,0.92,0
-0.2,-0.12,1.75,-0.42,0.68,-0.26,1.3,0.16,-0.24,4.53,0.0,-0.86,0
-0.2,-0.12,-0.84,-0.42,0.68,-0.26,-0.28,-0.23,-0.24,-0.7,0.0,0.92,0
-0.2,-0.22,-0.33,-0.42,0.68,3.88,0.03,-1.69,-0.24,-0.7,0.0,-0.86,1
-0.2,-0.66,0.34,-0.42,0.68,-0.26,0.28,1.05,-0.24,-0.7,0.0,0.92,1
-0.2,1.61,-0.66,-0.15,0.68,-0.26,-0.1,-0.09,-0.24,1.33,0.0,0.92,0
-0.2,0.28,2.14,-0.42,0.68,-0.26,-0.01,-0.77,-0.24,1.04,0.0,0.92,0
-0.2,1.44,-0.5,2.38,-1.48,-0.26,0.79,-0.23,-0.24,-0.22,0.0,0.92,0
-0.2,-0.57,-0.11,0.34,-1.48,-0.26,-0.37,-0.77,-0.24,-0.15,0.0,0.03,0
-0.2,-0.03,-0.37,-0.42,0.68,-0.26,-0.37,-0.19,-0.24,-0.22,0.0,-1.75,0
-0.2,0.28,-0.46,2.38,0.68,-0.26,-0.73,-0.11,4.12,-0.22,0.0,-0.86,0
-0.2,-0.12,-0.28,2.38,0.68,-0.26,-0.21,1.05,-0.24,0.39,0.0,0.92,0
-0.2,-0.57,0.11,-0.42,0.68,-0.26,-0.37,0.86,-0.24,-0.7,0.0,0.03,0
-0.2,-1.18,-0.36,-0.42,0.68,-0.26,-0.21,-0.77,4.12,-0.7,0.0,0.92,0
-0.2,0.1,-0.12,0.34,0.68,-0.26,-0.23,-1.69,-0.24,-0.22,0.0,-1.75,0
-0.2,0.74,0.09,0.34,0.68,-0.26,-0.16,0.02,-0.24,-0.22,0.0,-0.86,0
-0.2,0.13,-0.35,-0.42,0.68,-0.26,-0.73,1.05,-0.24,-0.7,0.0,0.92,1
-0.2,2.66,-0.37,-0.39,0.68,-0.26,-0.16,0.14,-0.24,-0.15,0.0,0.92,0
-0.2,-0.48,-0.24,-0.42,0.68,-0.26,-0.8,-0.77,-0.24,-0.7,0.0,0.92,0
-0.2,-1.01,-0.37,-0.15,0.68,-0.26,-0.28,-0.59,-0.24,-0.15,0.0,0.92,0
-0.2,-0.57,-0.24,-0.15,0.68,-0.26,-0.28,-0.11,-0.24,-0.23,0.0,0.03,0
-0.2,-0.66,-0.39,-0.42,0.68,-0.26,-0.82,-0.77,-0.24,-0.7,0.0,-1.75,1
-0.2,0.04,-0.36,-0.42,-1.48,3.88,-0.8,-0.77,-0.24,-0.23,0.0,-0.86,0
-0.2,-0.48,0.09,-0.42,-1.48,-0.26,-0.2,-0.59,-0.24,-0.12,0.0,0.92,0
-0.2,-0.57,-0.11,-0.42,-1.48,-0.26,-1.24,0.86,-0.24,-0.23,0.0,0.03,0
-0.2,0.28,-0.24,0.34,-1.48,-0.26,-0.04,0.21,-0.24,-0.12,0.0,-0.86,0
-0.2,-0.12,-0.5,2.38,0.68,-0.26,-0.21,0.14,-0.24,-0.22,0.0,0.92,0
-0.2,0.3,1.16,-0.42,0.68,-0.26,1.73,-0.09,-0.24,1.04,0.0,-0.86,0
-0.2,0.13,2.14,-0.42,0.68,-0.26,2.32,0.14,-0.24,-0.12,0.0,0.92,0
-0.2,-0.6,-0.37,-0.42,0.68,-0.26,-0.01,1.05,-0.24,1.04,0.0,0.92,0
-0.2,0.28,-0.12,0.15,0.68,-0.26,-0.01,-0.77,-0.24,1.33,0.0,0.03,0
-0.2,1.44,-0.94,2.38,0.68,-0.26,-0.73,-0.59,4.12,-0.22,0.0,0.92,0
-0.2,0.04,-0.86,-0.42,0.68,-0.26,-1.16,1.05,-0.24,-0.7,0.0,0.03,1
-0.2,0.28,0.57,-0.15,0.68,-0.26,0.28,-0.11,-0.24,-0.12,0.0,-0.86,0
-0.2,1.96,-0.49,-0.42,0.68,-0.26,0.79,1.05,-0.24,-0.7,0.0,0.92,1
-0.2,-0.03,-0.28,-0.42,-1.48,-0.26,-0.99,-0.19,-0.24,-0.17,0.0,-1.75,0
-0.2,0.1,2.14,0.34,0.68,-0.26,-0.21,1.05,-0.24,1.33,0.0,0.03,0
-0.2,1.44,-0.59,-0.42,-1.48,-0.26,-0.2,-0.23,-0.24,-0.7,0.0,0.92,0
-0.2,1.09,0.4,2.38,-1.48,-0.26,-0.1,-0.11,-0.24,-0.22,0.0,-1.75,0
-0.2,0.04,-0.24,-0.42,-1.48,3.88,-0.73,0.16,-0.24,1.04,0.0,-0.86,0
-0.2,0.1,-0.2,-0.39,0.68,-0.26,0.11,0.21,-0.24,-0.24,0.0,0.03,0
-0.2,0.13,3.42,-0.42,0.68,-0.26,2.32,-1.69,-0.24,-0.7,0.0,0.92,1
-0.2,0.1,-0.4,0.15,0.68,3.88,-1.24,-0.09,-0.24,-0.12,0.0,-0.86,0
-0.2,0.28,-0.66,-0.39,-1.48,-0.26,-0.73,0.86,4.12,1.04,0.0,0.92,0
-0.2,0.1,-0.5,-0.39,-1.48,-0.26,-0.01,-0.77,-0.24,-0.7,0.0,0.03,0
-0.2,-0.22,-0.36,0.15,-1.48,-0.26,-0.16,-0.23,-0.24,-0.12,0.0,0.92,0
-0.2,-0.08,-0.5,-0.39,0.68,-0.26,3.34,0.02,-0.24,-0.7,0.0,-0.86,0
-0.2,-0.13,-0.68,-0.42,0.68,3.88,-0.99,-0.77,-0.24,1.04,0.0,0.92,1
-0.2,0.1,-0.36,-0.39,0.68,-0.26,1.73,-1.69,-0.24,-0.23,0.0,0.92,0
-0.2,0.1,2.14,0.15,0.68,-0.26,-0.73,1.05,-0.24,-0.7,0.0,0.03,0
-0.2,-0.22,1.02,-0.42,0.68,-0.26,-0.23,1.05,-0.24,-0.24,0.0,0.03,0
5.05,-0.08,-0.24,0.15,-1.48,-0.26,2.32,-0.77,-0.24,1.33,0.0,-1.75,0
-0.2,-0.6,-0.31,-0.42,-1.48,-0.26,-0.2,-0.59,-0.24,0.39,0.0,0.92,0
-0.2,-0.08,-0.74,-0.42,-1.48,-0.26,-0.37,0.21,-0.24,2.78,0.0,-0.86,0
-0.2,-0.03,0.21,0.15,0.68,-0.26,-0.99,1.05,-0.24,-0.12,0.0,-1.75,0
-0.2,0.06,0.98,-0.42,-1.48,-0.26,-0.2,0.02,-0.24,-0.24,0.0,-0.86,0
-0.2,0.28,-0.36,-0.42,0.68,-0.26,-0.9,0.16,4.12,-0.12,0.0,0.92,0
-0.2,1.44,0.09,0.15,0.68,-0.26,3.34,0.02,-0.24,-0.7,0.0,0.92,0
-0.2,0.04,3.22,-0.39,0.68,-0.26,-0.1,-0.19,-0.24,-0.7,0.0,0.92,0
-0.2,-0.48,-0.28,-0.15,0.68,-0.26,0.28,0.14,-0.24,1.33,0.0,0.92,0
-0.2,0.04,-0.24,-0.39,0.68,-0.26,-0.28,-1.69,-0.24,-0.7,0.0,0.92,0
-0.2,-0.75,-0.33,-0.42,0.68,-0.26,-0.21,1.05,-0.24,-0.7,0.0,-0.86,0
-0.2,-0.48,0.09,-0.42,-1.48,-0.26,-0.04,0.02,-0.24,-0.7,0.0,0.92,0
-0.2,-0.6,-0.61,-0.39,-1.48,-0.26,-0.28,-0.77,-0.24,-0.12,0.0,-1.75,0
-0.2,-0.83,-0.65,-0.42,0.68,-0.26,-0.73,0.14,-0.24,-0.7,0.0,0.92,1
-0.2,0.3,-0.37,-0.42,0.68,-0.26,-0.16,1.05,-0.24,-0.7,0.0,0.92,0
-0.2,1.44,2.14,2.38,0.68,-0.26,-0.01,1.05,-0.24,-0.12,0.0,0.92,0
-0.2,-0.12,-0.5,-0.42,0.68,3.88,-0.37,-0.09,-0.24,-0.12,0.0,0.92,0
-0.2,-0.31,-0.24,-0.39,0.68,-0.26,-0.1,0.02,-0.24,-0.7,0.0,-1.75,0
-0.2,1.0,0.12,-0.42,0.68,-0.26,-0.8,-0.23,-0.24,1.33,0.0,0.92,0
-0.2,-0.66,0.13,-0.42,0.68,-0.26,1.3,-0.77,-0.24,-0.7,0.0,0.92,1
-0.2,0.06,-0.25,2.38,0.68,-0.26,-0.04,-0.09,-0.24,-0.12,0.0,0.92,0
-0.2,-0.75,-0.11,-0.42,0.68,-0.26,-0.04,-0.23,-0.24,-0.17,0.0,0.03,0
-0.2,0.56,-0.68,0.34,0.68,-0.26,-0.04,-0.59,-0.24,-0.12,0.0,-0.86,0
-0.2,0.28,-0.12,0.15,0.68,-0.26,-0.21,0.21,-0.24,2.78,0.0,0.92,0
